"gcp1",2804000.96,1175253.595,1491.841
"gcp4",2804036.78,1175271.824,1491.966
"gcp5",2804056.73,1175273.659,1490.834
"gcp10",2804069.799,1175236.847,1490.237
"gcp11",2804059.966,1175226.305,1491.61
"gcp12",2804052,1175214,1495.323
