Job:post,Version:21.20,Units:Metres
p99,2804133.670,1175278.943,1490.110,
p100,2804180.819,1175253.326,1490.990,
p101,2804180.063,1175254.016,1490.358,
p102,2804179.747,1175254.706,1490.094,
p103,2804179.574,1175255.729,1490.353,
p104,2804178.892,1175257.358,1490.383,
p105,2804178.145,1175259.402,1490.395,
p106,2804176.720,1175261.809,1490.163,
water11,2804176.712,1175262.025,1490.079,
p150,2804176.301,1175262.856,1489.917,
p151,2804176.003,1175263.543,1490.025,
p152,2804175.712,1175264.181,1490.241,
p153,2804175.332,1175264.784,1490.301,
p154,2804175.246,1175265.074,1490.168,
p155,2804173.513,1175268.438,1490.247,
p156,2804172.250,1175270.724,1490.193,
p157,2804171.698,1175271.905,1490.342,
p158,2804170.502,1175274.839,1490.141,
p159,2804169.895,1175275.839,1490.475,
p160,2804168.691,1175278.243,1490.522,
p161,2804168.488,1175278.812,1490.192,
water12,2804167.958,1175279.622,1489.977,
p162,2804167.596,1175280.736,1489.865,
p163,2804167.072,1175283.067,1489.657,
p164,2804165.653,1175284.651,1489.745,
p165,2804165.325,1175285.443,1489.735,
p166,2804164.598,1175286.011,1489.953,
p167,2804164.074,1175286.679,1489.923,
p168,2804163.875,1175287.163,1489.663,
p169,2804163.727,1175288.124,1489.423,
p170,2804163.167,1175288.971,1489.598,
p171,2804162.360,1175289.356,1489.917,
p172,2804161.841,1175290.423,1490.878,
